Category,Sub Category,Vehicle Make,Model,Type,Part,Size,Brand,Item
RBL,BRAKE LINING,BHARAT BENZ,BENZ (25T),FR & RR 12 HOLES,R1203HLS,"2MM",RBL,RBL/RB/T/1 (25T) 2MM R1203 HLS
TALBROS,GASKETS,ASHOK LEYLAND,IVECO,HEAD GASKET,DYNA SEAL,"",TALBROS,"3072DSX1OS"
RBL,DISCPAD,MARUTI,"ECO,ASTAR,VERSA","","","",RBL,RBL/DP/019
TALBROS,GASKETS,MASSEY FERGUSON,MF 135,HALF GASKET,EXCEL,"",TALBROS,HS445DSXNA
KSPG,CONNECTING BEARING,TATA,CUMMINS,CUMMINS (REG),"","40",KSPG,B.245.4.00.043
RBL,BRAKE LINING,TATA,"909",FR & RR 12 HOLES,HF7,STD,RBL,RBL/T909-EX/1 STD
BANCO,GASKETS,TATA,CUMMINS BS1 / BS2,COPPER,OVER FLOW WASHER,"",BANCO,"522052W170CU"
KSPG,MAIN BEARING,MARUTI,"1000CC","1000CC","","10",KSPG,M.113.3.00.013
KSPG,MAIN BEARING,MARUTI,ZEN/EECO,ZEN/EECO,"","30",KSPG,M.116.0.00.033
BANCO,GASKETS,TATA,ACE SUPER MINT,MLS(STEEL),HEAD GASKET,"",BANCO,"5220480015MLS"
SETCO,BRAKE LINING,ASHOK LEYLAND,"6 INCHES",FRONT 10 HOLES,SM,"1/32",SETCO,SL-XP-AL/TP/SM/7&8 (OS-1)
BANCO,GASKETS,FORD,FIGO / FIESTA,MLS(STEEL),HEAD GASKET,"",BANCO,"5352330000MLS"
IPL,PISTON RING SET,TATA,SAFARI DICOR,SAFARI DICOR (2.2),"","",IPL,"642-9416VQY-STD"
KAR VALVES,VALVE,INDUSTRIAL-CUMMINS,GAS ENGINE,GAS ENGINE,"",STD,KAR VALVES,KV1810-2V
TALBROS,GASKETS,MARUTI,K SERIES,FULL GASKET,DYNA SEAL,"",TALBROS,FS3169WOCS
KAR VALVES,VALVE,MAHINDRA,AVL MULTIGROOVE,AVL MULTIGROOVE,"",STD,KAR VALVES,KV1727-728A
KSPG,CONNECTING BEARING,TATA,"1210","1210","",STD,KSPG,B.207.3.00.003
KSPG,CONNECTING BEARING,ATLAS COPCO,ATLAS COPCO,COPCO ( CR BRG),"",STD,KSPG,H.700.3.00.003
KSPG,CAM BUSH,EICHER,CANTER,"","",STD,KSPG,C.266.2.00.703
LEYPARTS,ELECTRICALS,ASHOK LEYLAND,"",TIPPER,ROLLER KIT,"",LEYPARTS,PE200018
KSPG,CONNECTING BUSH,TATA,"407","407","",STD,KSPG,S.236.5.10.703
BANCO,GASKETS,MASSEY FERGUSON,MF 1035,COPPER / NON ASBESTOS,FULL GASKET,"",BANCO,"5124209908CAC"
KSPG,MAIN BEARING,TOYOTA,QUALIS,QUALIS,"","30",KSPG,M.140.0.00.033
IPL,PISTON SET,TATA,"709","709TC","","",IPL,"602-12292W-STD"
BANCO,GASKETS,MAHINDRA TRACTOR,"575 DI (4CYL.)",PQB,HEAD GASKET,"",BANCO,"5658460010PQB"
TIGER POWER,VALVE,ASHOK LEYLAND,HINO 6DTI (TURBO),"","",STD,TIGER POWER,V2009500360
TALBROS,GASKETS,EICHER,CANTER (4CYL),FULL GASKET,EXCEL,"",TALBROS,FSPL222DSNANM
KAR VALVES,VALVE,MARUTI,SWIFT,PETROL K-SERIES,"",STD,KAR VALVES,KV1167-168
LEYPARTS,FILTERS,ASHOK LEYLAND,"",BSIII (80K),OIL FILTER,"",LEYPARTS,F7A05000
BANCO,GASKETS,HYUNDAI,ERLX/GETZ PETROL 4CYL,RUB,VALVE COVER,"",BANCO,"5224231500RUB"
KSPG,MAIN BEARING,TATA,INDICA,INDICA,"","10",KSPG,M.119.3.00.013
SPICER,DIFFERENTIAL,ASHOK LEYLAND,OUTER OILSEAL,"","","",SPICER,SAOS2180PO
KSPG,CAM BUSH,TATA,"1612(697)","","",STD (PF),KSPG,PC.217.7.00.003
BANCO,GASKETS,TATA,"1210",RC,SUMP SET,"",BANCO,"5220621307RC"
BANCO,GASKETS,MASSEY FERGUSON,MF 135,TFX,HYDRAULIC LIFTCOVER,"",BANCO,"5124237210TFX"
TIGER POWER,CYLINDER LINER,TATA,"609/709",SEMI FINISHED,THIN COLLAR,"20TH",TIGER POWER,K2007600495
TALBROS,GASKETS,TATA,ACE,FULL GASKET,EXCEL,"",TALBROS,FS3106DSXNAWOC
IPL,PISTON SET,MAHINDRA,XYLO,XYLO,"","",IPL,"602-K12500W-STD"
BANCO,GASKETS,MAHINDRA,PEUGEOT XDP-4,BANKITE,FULL GASKET,"",BANCO,"55803399PSBKT"
TIGER POWER,CYLINDER LINER,MARUTI,WAGONR,SEMI FINISHED,K SERIES,STD,TIGER POWER,K200290546K
TALBROS,GASKETS,MAHINDRA,XYLO,FULL GASKET,DYNA SEAL,"",TALBROS,FS3173WOCS
RBL,DISCPAD,TOYOTA,INNOVA,"","","",RBL,RBL/PDP/546
RBL,BRAKE LINING,TATA,WTP,REAR 14 HOLES,R1203HLS,"1MM",RBL,RBL/WTP/2 1MM
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,TFX,CRANK CASE FRINT PLATE,"",BANCO,"5658433510TFX"
TALBROS,GASKETS,TATA,"1612",HALF GASKET,DYNA SEAL,"",TALBROS,HS728DSXMTCMK2
RBL,BRAKE SHOE,TOYOTA,INNOVA,"","","",RBL,RBL/BS/040
BANCO,GASKETS,MARUTI,VAN,BANKITE,HALF GASKET,"",BANCO,"52311298PSBKT"
KAR VALVES,VALVE,TOYOTA,ETIOS,PETROL,"",STD,KAR VALVES,KV1259-260
BANCO,GASKETS,NISSAN,CD 17,BKT,HEAD GASKET,"",BANCO,"52444300PSBKT"
KAR VALVES,VALVE,INDUSTRIAL-CUMMINS,NT,NT,"",STD,KAR VALVES,KV1832-2V
TALBROS,GASKETS,SONALIKA,"275DI",HEAD GASKET,EXCEL,"",TALBROS,"3158DSXNA"
KSPG,THRUST WASHER,ASHOK LEYLAND,LEYLAND,"","",STD,KSPG,PW.205.5.00.003
RBL,DISCPAD,ASHOK LEYLAND,DOST,"","","",RBL,RBL/DP/010
KSPG,CONNECTING BEARING,SIMPSON,P3,P3,"","30",KSPG,B.210.5.00.033
BANCO,GASKETS,TATA,"407 NON TURBO",BANKITE,HEAD GASKET,"",BANCO,"52204400PSBKT"
TALBROS,GASKETS,MAHINDRA,BOLERO,HEAD GASKET,DYNA SEAL,"",TALBROS,"3101DSX3OS"
KAR VALVES,VALVE,MARUTI,CELERIO,DIESEL,"",STD,KAR VALVES,KV1147-148
TIGER POWER,VALVE,TATA,CUMMINS BSIII,"","",STD,TIGER POWER,V2005500460
BANCO,GASKETS,MASSEY FERGUSON,MF 135,BANKITE,HEAD GASKET,"",BANCO,"5124220006BKT"
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,TFX,TR.CASE COVER,"",BANCO,"5658433909TFX"
RBL,BRAKE LINING,TATA,"407","12 HOLES",RD3205M,STD,RBL,IN/19/20/1 STD RD3205M
TALBROS,GASKETS,EICHER,JUMBO (6CYL),HEAD GASKET,EXCEL,"",TALBROS,"3091DSXNA"
KAR VALVES,VALVE,MARUTI,ESTEEM,ESTEEM,"",STD,KAR VALVES,KV1161-162
BANCO,GASKETS,TATA,CUMMINS BS1 / BS2,COPPER,NOZZLE WASHR,"",BANCO,"522052W150CU"
TIGER POWER,CYLINDER LINER,BAJAJ,DIESEL GOLD,SEMI FINISHED,DIESEL GOLD,STD,TIGER POWER,K2000800187
RBL,DISCPAD,TATA,ARIA REAR,"","","",RBL,RBL/DP/032
TALBROS QHT,TIE ROD,TATA,"4923",TIE ROD END RH,"","",TALBROS QHT,TRE01229R
KAR VALVES,VALVE,TATA,ACE,CNG,"",STD,KAR VALVES,KV1227-228
LEYPARTS,BRAKE,ASHOK LEYLAND,"",FR/RR 10WB-20.3CM,BRAKE DRUM,"",LEYPARTS,F1879622
KAR VALVES,VALVE,TOYOTA,INNOVA,INNOVA,"",STD,KAR VALVES,KV1219-220
KSPG,THRUST WASHER,ASHOK LEYLAND,LEYLAND,LEYLAND 370,"",OS2,KSPG,W.205.5.00.423
KSPG,MAIN BEARING,TATA,"1210","1210","","10",KSPG,N.207.3.00.013
TIGER POWER,CYLINDER LINER,TATA,"609/709",PRE FINISHED,THIN COLLAR,"40TH",TIGER POWER,K2007601095
BANCO,GASKETS,MARUTI,K SERIES,GAF,HEAD GASKET,"",BANCO,"52311800PSGAF"
KSPG,CONNECTING BEARING,MARUTI,WAGONR,WAGONR,"","10",KSPG,B.135.0.00.013
KSPG,MAIN BEARING,TATA,ACE,ACE,"",STD,KSPG,M.155.3.00.003
KAR VALVES,VALVE,TATA,CUMMINS,BS III,"",STD,KAR VALVES,KV821-822
GOETZE,RING SET,TATA,"697","697 CKS","","",GOETZE,"5322CKS-SD"
KSPG,IG BUSH,MAHINDRA,SCORPIO,SCORPIO,"",STD,KSPG,G.333.5.00.703
BANCO,GASKETS,MASSEY FERGUSON,"245/S-3/1035 DI",MVR,VALVE COVER,"",BANCO,"5124241500MVR"
KSPG,MAIN BEARING,MARUTI,WAGONR,"4CYL","","30",KSPG,M.135.0.00.033
TALBROS,GASKETS,SML,MAZDA,HEAD GASKET,DYNA SEAL,"",TALBROS,"3055DS"
RBL,DISCPAD,MAHINDRA,BOLERO & SCORPIO,"","","",RBL,RBL/DP/046
MAHLE,PISTON SET,TATA,CUMMINS BSII,CUMMINS BSII,"","",MAHLE,"770PI40057P00"
KSPG,THRUST WASHER,TATA,SUMO,SUMO(4DL),"",OS2,KSPG,W.234.5.00.423
TALBROS,GASKETS,PERKINS,P3,HALF GASKET,DYNA SEAL,"",TALBROS,HSIA467A
KSPG,MAIN & CR BRG,CHEVROLET,TAVERA,TAVERA,"","40",KSPG,P.154.0.00.043
TALBROS,TAPPET COVER,TATA,"609/709","","","",TALBROS,"25998TR"
TALBROS,GASKETS,TATA,"609/709",FULL GASKET,DYNA SEAL,"",TALBROS,FS609DSXCS
LEYPARTS,BODYPARTS,ASHOK LEYLAND,"",ECOMET RH/LH,DOOR LOCK,"",LEYPARTS,P5105279
KSPG,MAIN & CR BRG,HYUNDAI,SANTRO,SANTRO,"","10",KSPG,P.152.0.00.013
BANCO,GASKETS,TATA,CUMMINS BS1 / BS2,STEEL,MANIFOLD,"",BANCO,"5220520200ST"
BANCO,GASKETS,TATA,"1612",BANKITE,HALF GASKET,"",BANCO,"52206598PSBKT"
IPL,PISTON RING SET,CHEVROLET,BEAT DIESEL,BEAT DIESEL,"","",IPL,"642-K3155VQY/3"
KAR VALVES,VALVE,TATA,MOBILE,MOBILE,"",STD,KAR VALVES,KV1429-430
KSPG,MAIN BEARING,CHEVROLET,TAVERA,TAVERA,"","40",KSPG,M.154.0.00.043
TALBROS,GASKETS,FORD TRACTOR,"3000/3600",FULL GASKET,DYNA SEAL,"",TALBROS,FS2A658XSB
KSPG,CONNECTING BEARING,MARUTI,"800 (CAR)","800 (CAR)","","50",KSPG,B.110.3.00.053
TALBROS,GASKETS,HYUNDAI,GETZ,HEAD GASKET,MLS ( STEEL),"",TALBROS,MLS3129
BANCO,GASKETS,MARUTI,GYPSY,AST,GEAR BOX KIT,"",BANCO,"523126HG10AST"
BANCO,GASKETS,TATA,"709 NON TURBO",BANKITE,MANIFOLD,"",BANCO,"5220470400BKT"
RBL,BRAKE LINING,TATA,"709",FR & RR 12 HOLES,HF7,"1MM",RBL,RBL/T709/1 1MM
TIGER POWER,CYLINDER LINER,TATA,"1612(97MM)",PRE FINISHED,THICK COLLAR (BS3 4.65),STD,TIGER POWER,K2007602661
RBL,DISCPAD,MARUTI,S CROSS & SX4,"","","",RBL,RBL/DP/021
RBL,BRAKE LINING,ASHOK LEYLAND,ECOMET 1112,REAR 16 HOLES,RAF7,STD,RBL,RBL/ECOMET/1112/2 STD RAF7
BANCO,GASKETS,MAHINDRA,MAXIMO,MLS(STEEL),FULL GASKET,"",BANCO,"5580129900MLS"
KSPG,THRUST WASHER,TATA,"1210","1210","",STD,KSPG,W.207.5.01.003
BANCO,GASKETS,MAHINDRA,JEEP DIESEL,BANKITE,HEAD GASKET,"",BANCO,"55803000PSBKT"
BANCO,GASKETS,SIMPSON,EAGLE/SAMRAT,RC,VALVE COVER,"",BANCO,"5440161500RC"
LEYPARTS,GEARBOX,ASHOK LEYLAND,"",MAIN SHAFT REAR BRG (NUP309EM),BEARINGS,"",LEYPARTS,F0259310
TRUCKPARTS-COOLANT,COOLANT,"","",GREEN (1:3),"","3LTR",TRUCKPARTS-COOLANT,SC-NC30
KSPG,MAIN BEARING,MAHINDRA,SCORPIO,SCORPIO,"","10",KSPG,M.333.0.10.013
KAR VALVES,VALVE,CATERPILLAR,"3306",FP-1007860,"",STD,KAR VALVES,KV1967-2V
KSPG,CONNECTING BEARING,ATLAS COPCO,ATLAS COPCO,COPCO ( CR BRG),"","20",KSPG,H.700.3.00.023
BANCO,GASKETS,MASSEY FERGUSON,MF 1035,COPPER / NON ASBESTOS,HALF GASKET,"",BANCO,"5124209805CAC"
LEYPARTS,CLUTCH,ASHOK LEYLAND,"",BSIV,CLUTCH PEDAL ASSY,"",LEYPARTS,B3740301
BANCO,GASKETS,SIMPSON,P6,BANKITE,HALF GASKET,"",BANCO,"5440569805BKT"
BANCO,GASKETS,"",METADOR 305,BANKITE,FULL GASKET,"",BANCO,"51312799PSBKT"
TALBROS,GASKETS,MARUTI,CAR/VAN,FULL GASKET,DYNA SEAL,"",TALBROS,FS3041DSXWOS
KAR VALVES,VALVE,FORD,"3600STD","3600STD","",STD,KAR VALVES,KV1693-694
RBL,DISCPAD,MAHINDRA,JEETO & MAXXIMO,"","","",RBL,RBL/DP/049
BANCO,GASKETS,TATA,INDICA DIESEL,BAF,HEAD GASKET,"",BANCO,"5220420019BAF"
TALBROS QHT,TIE ROD,ASHOK LEYLAND,AL 3116,TIE ROD END (HYDRAULIC SOCKET),"","",TALBROS QHT,TRE07030
TALBROS,GASKETS,TATA,"407",HALF GASKET,EXCEL,"",TALBROS,HS3045DSXNATC
LEYPARTS,FILTERS,ASHOK LEYLAND,"","10TYRE (BSIII/BSIV)",AIR FILTER,"",LEYPARTS,P0996151
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,TFX,TR.CRANK SHAFT FRONT BEARING INTER,"",BANCO,"5658436706TFX"
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","150DIA 4HOLES",GEARBOX FLANGE,"",LEYPARTS,F1404311
BANCO,GASKETS,TATA,"407 NON TURBO",RCC,CHAMBER PACKING,"",BANCO,"5220441080RCC"
KSPG,MAIN BEARING,EICHER,CANTER,CANTER,"","30",KSPG,M.235.4.00.033
BANCO,GASKETS,TATA,INDIGO/INDICA TURBO,MLS(STEEL),HEAD GASKET,"",BANCO,"5220500018MLS"
BANCO,GASKETS,ASHOK LEYLAND,AL 14 MM STUD,SAL,HEAD GASKET,"",BANCO,"53607400PSSAL"
TALBROS,GASKETS,MAHINDRA,MAXIMO,FULL GASKET,MLS ( STEEL),"",TALBROS,FS3197MLS
KSPG,CONNECTING BUSH,MARUTI,"800 (CAR)","800 (CAR)","",STD,KSPG,S.110.5.00.003
BANCO,GASKETS,TATA,"4 DL",MLS(STEEL),HEAD GASKET,"",BANCO,"5220460015MLS"
LEYPARTS,COOLING SYSTEM,ASHOK LEYLAND,"",AIR COMPRESSOR OIL INLET (ASSY),HOSES,"",LEYPARTS,B8780513
KSPG,CONNECTING BEARING,MARUTI,ASTAR/ZEN ESTILO/ALTO K10,ASTAR/ZEN ESTILO/ALTO K10,"","10",KSPG,B.165.0.00.013
KSPG,CONNECTING BEARING,TATA,"407","407","","60",KSPG,B.236.3.00.063
BANCO,GASKETS,MARUTI,ALTO 800CC,GAF,HEAD GASKET,"",BANCO,"5231190000GAF"
RBL,BRAKE LINING,ASHOK LEYLAND,IVECO 7 TONS,FR & RR 8 HOLES,"242","01-Aug",RBL,AL/TP/SM/5 1/8 (242)
RBL,DISCPAD,MARUTI,SWIFT,"","","",RBL,RBL/DP/064
BANCO,GASKETS,FORD TRACTOR,"3611",BANKITE,HEAD GASKET,"",BANCO,"53520500PSBKT"
TALBROS,GASKETS,TATA,"1612",HEAD GASKET,DYNA SEAL,"",TALBROS,"728DSXTC"
KSPG,MAIN BEARING,TATA,"1210","1210","","40",KSPG,M.207.3.01.043
BANCO,GASKETS,MAHINDRA,SCORPIO CRDE,MLS(STEEL),FULL GASKET,"",BANCO,"5580409900MLS"
LEYPARTS,SUSPENSION,ASHOK LEYLAND,"",CENTER BUSH,V ROD BUSH,"",LEYPARTS,PD600451
LEYPARTS,SUSPENSION,ASHOK LEYLAND,"",REAR,ENGINE MOUNTING,"",LEYPARTS,F2604200
SETCO,FLYWHEEL,ASHOK LEYLAND,"15INCHES BS6","136T","","",SETCO,SF-5019
TALBROS,GASKETS,FORD TRACTOR,"3000/3600",FULL GASKET,DYNA SEAL,"",TALBROS,FS2A659SBWOC
KAR VALVES,VALVE,MARUTI,"800","800","",STD,KAR VALVES,KV1139-140
BANCO,GASKETS,FORD TRACTOR,"3610",BANKITE,HALF GASKET,"",BANCO,"53520598PSBKT"
MAHLE,PISTON SET,TATA,"697","697 TC (1613)","","",MAHLE,"7700100"
KAR VALVES,VALVE,TMTL,TMTL,TMTL,"",STD,KAR VALVES,KV1661-662-1V
KSPG,MAIN BEARING,ASHOK LEYLAND,LEYLAND,LEYLAND 370,"","50",KSPG,M.205.3.09.053
KSPG,CAM BUSH,TATA,"1210","1210","",STD,KSPG,C.207.6.00.703
BANCO,GASKETS,SIMPSON,S3/241,W/O CHG GAF,FULL GASKET,"",BANCO,"5440189900GAF"
TRUCKPARTS-COOLANT,COOLANT,"","",RED (1:3),"","5LTR",TRUCKPARTS-COOLANT,SC-NC50R
TIGER POWER,CYLINDER LINER,MARUTI,ALTO,SEMI FINISHED,K SERIES,STD,TIGER POWER,K200290146K
RBL,DISCPAD,MAHINDRA,VERITO,"","","",RBL,RBL/DP/026
USHA,PISTON SET,TATA,"697",EURO III,"","",USHA,H11 RCP
BANCO,GASKETS,TATA,"1210",BANKITE,HEAD GASKET,"",BANCO,"52206400PSBKT"
MAHLE,PISTON SET,TATA,"609/709","497 TC EURO I","","",MAHLE,"770PI4014CP00-R"
RBL,BRAKE LINING,EICHER,"",FR & RR 12 HOLES,HF7,"2MM",RBL,RBL/T1009TT/1 2MM HF7
KSPG,CONNECTING BUSH,MAHINDRA,MDI3200 SCORPIO M2DI,MDI3200 SCORPIO M2DI,"",STD,KSPG,S.355.5.00.703
IPL,PISTON SET,ASHOK LEYLAND,HINO,"6E ALFIN (Non Turbo)","","",IPL,"602-13201W/6-STD"
KSPG,THRUST WASHER,TATA,"1210","","",OS1,KSPG,PW.207.5.01.423
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,AST,HALF GASKET WITH CHAMBER KIT,"",BANCO,"5658439700AST"
BANCO,GASKETS,ASHOK LEYLAND,TUSKAR TURBO (2516-3516),SAL,FULL GASKET,"",BANCO,"53607199PSSAL"
RBL,BRAKE LINING,ASHOK LEYLAND,"8 INCHES",REAR 12 HOLES,GT11 HLS,"1/8",RBL,AL/TP/HLP/B/10&11 1/8 GT11-HLS
RBL,BRAKE LINING,TATA,"909",FR & RR 12 HOLES,HF7,"2MM",RBL,RBL/T909-EX1-2MM
KSPG,CONNECTING BEARING,TATA,NANO,NANO,"",STD,KSPG,B.153.0.00.003
KAR VALVES,VALVE,TOYOTA,QUALIS,EURO II,"",STD,KAR VALVES,KV1289-290
RBL,BRAKE LINING,BHARAT BENZ,BENZ (25T),FR & RR 12 HOLES,R1203HLS,"1MM",RBL,RBL/RB/T/1 (25T) 1MM
TALBROS QHT,TIE ROD,EICHER,"10.5",TIE ROD END,"","",TALBROS QHT,TRE10009PR
KSPG,CAM BUSH,TATA,"1612(697)","1612(697)","",STD,KSPG,C.217.7.00.003
KAR VALVES,VALVE,HMT,ZETOR,"7511","",STD,KAR VALVES,KV1997-998
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,HLT,WATER PUMP SET,"",BANCO,"5658434400HLT"
TALBROS,GASKETS,ASHOK LEYLAND,HINO (NON TURBO),HEAD GASKET,EXCEL,"",TALBROS,"3078DSNA"
KAR VALVES,VALVE,TATA,CUMMINS,BS III,"","10",KAR VALVES,KV182110-82210
KAR VALVES,VALVE,TATA,INDICA,DICOR 2.2,"",STD,KAR VALVES,KV1127-128
TALBROS,TAPPET COVER,TATA,"1612","","","",TALBROS,"9915X"
KSPG,MAIN BEARING,KIRLOSKAR,RA3,RA3,"","40",KSPG,M.038.4.01.043
KSPG,MAIN BEARING,ASHOK LEYLAND,DOST,DOST,"","10",KSPG,M.298.0.00.013
LEYPARTS,ENGINE,ASHOK LEYLAND,"",BSIII/BSIV,OIL PUMP,"",LEYPARTS,B8762201
BANCO,GASKETS,TATA,ACE,BAF,HEAD GASKET,"",BANCO,"5220200020BAF"
RBL,DISCPAD,TOYOTA,ALTIS,"","","",RBL,RBL/PDP/529
KSPG,MAIN & CR BRG,MARUTI,"800 (CAR)","800 (CAR)","","60",KSPG,P.110.3.00.063
TIGER POWER,CYLINDER LINER,TATA,"1612(97MM)",PRE FINISHED,THICK COLLAR (BS3) MOLYGOLD,STD,TIGER POWER,K2007601762
TALBROS,GASKETS,PERKINS,P3,HALF GASKET,DYNA SEAL,"",TALBROS,HSIA467
TIGER POWER,CYLINDER LINER,TATA,"1612(97MM)",PRE FINISHED,THICK COLLAR (BS3),"20TH",TIGER POWER,K2007601861
IPL,PISTON SET,ASHOK LEYLAND,LEYLAND,"370","","",IPL,"602-13058W-STD"
BANCO,GASKETS,SIMPSON,P4,HLT,TIMING COVER,"",BANCO,"5440517310HLT"
GOETZE,PISTON SET,EICHER,CANTER ,EURO IV,"","",GOETZE,"04824PPCSD0000C1"
LEYPARTS,DRIVE LINE,ASHOK LEYLAND,"","90-SERIES (30 TEETH)",TUBE SHAFT,"",LEYPARTS,P4501733
BANCO,GASKETS,TATA,"1210",COPPER,CUT TYPE WASHER,"",BANCO,"522064W310CU"
RBL,BRAKE SHOE,MARUTI,OMNI,"","","",RBL,RBL/BS/003
TALBROS,GASKETS,TATA,"1612",FULL GASKET,DYNA SEAL,"",TALBROS,FS728DSXTCCTCSMK2
RBL,BRAKE LINING,ASHOK LEYLAND,IVECO 9 TONS,FR & RR 12 HOLES,"242",STD,RBL,AL/TP/SM/6 STD (242)
KSPG,THRUST WASHER,TATA,INDICA,"","",STD,KSPG,PW.119.5.00.003
BANCO,GASKETS,MAHINDRA TRACTOR,"575 DI (4CYL.)",W/O CHG AST,FULL GASKET,"",BANCO,"5658469900AST"
BANCO,GASKETS,ASHOK LEYLAND,HINO NONTURBO,HLT,CHAMBER PACKING,"",BANCO,"5360701000HLT"
TALBROS,GASKETS,TATA,INDICA,FULL GASKET,DYNA SEAL,"",TALBROS,FS3085DSXWOC
LEYPARTS,GASKETS,ASHOK LEYLAND,"",JOINT COVER PLATE,JOINT COVER PLATE,"",LEYPARTS,F1769600
TALBROS,GASKETS,TATA,"1109",FULL GASKET,DYNA SEAL,"",TALBROS,FS1109SBGTCCSMK1
IPL,PISTON SET,TATA,CUMMINS,BS III,"","",IPL,"602-K13417W-STD"
RBL,BRAKE LINING,ASHOK LEYLAND,"6 INCHES",REAR 8 HOLES,HF7,STD,RBL,RW/19/20/1 STD HF7
RBL,DISCPAD,HYUNDAI,VERNA FRONT & I20,"","","",RBL,RBL/DP/043
TALBROS QHT,TIE ROD,TATA,"609/709",TIE ROD END (RH),"","",TALBROS QHT,TRE01030RH
TALBROS,GASKETS,ASHOK LEYLAND,"402/411",HEAD GASKET,DYNA SEAL,"",TALBROS,"390DSXE"
BANCO,GASKETS,ASHOK LEYLAND,"401/402",HLT,PINION GASKET,"",BANCO,"5360688300HLT"
KSPG,MAIN BEARING,TATA,ACE DICOR,ACE DICOR,"",STD,KSPG,M.186.3.00.003
TIGER POWER,VALVE,TATA,"1312","","",STD,TIGER POWER,V2007600160
IPL,PISTON SET,ASHOK LEYLAND,HINO,BS III ( A PLAT FORM),"","",IPL,"602-k13418W-STD"
TALBROS,GASKETS,HYUNDAI,I10,FULL GASKET,DYNA SEAL,"",TALBROS,FS3182WOCS
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,PQB,PTO SHAFT GASKET,"",BANCO,"5658437500PQB"
RBL,BRAKE LINING,ASHOK LEYLAND,"7 INCHES",REAR 10 HOLES,HF7,"1/8",RBL,AL/TP/SM/3&4 1/8 HF7
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,PQB,HYDRAULIC LIFTCOVER,"",BANCO,"5658433900PQB"
KSPG,MAIN BEARING,MAHINDRA,BOLERO,XD3P,"","10",KSPG,M.239.3.00.013
RBL,BRAKE LINING,TATA,"1009",FR & RR 12 HOLES,HF7,STD,RBL,RBL/T1009TT/1 STD HF7
SETCO,FLYWHEEL,BHARAT BENZ,"430DIA","160T","","",SETCO,SF-2006
KSPG,CONNECTING BEARING,ASHOK LEYLAND,LEYLAND,LEYLAND 370,"","40",KSPG,B.205.3.09.043
KSPG,CONNECTING BEARING,TATA,"1612(697)","1612(697)","",STD,KSPG,B.217.3.00.003
KSPG,CONNECTING BEARING,ESCORT FORD,ESCORT FORD,ESCORT FORD,"",STD,KSPG,B.302.3.00.003
KSPG,MAIN BEARING,TATA,"1210","1210","","20",KSPG,M.207.3.02.023
KAR VALVES,VALVE,RENAULT,KWID,"800 /1000 CC","",STD,KAR VALVES,KV1277-278
KSPG,CONNECTING BEARING,MAHINDRA,HAWK,HAWK,"",STD,KSPG,B.274.7.00.003
KSPG,MAIN & CR BRG,MARUTI,ASTAR/ZEN ESTILO/ALTO K10,ASTAR/ZEN ESTILO/ALTO K10,"","10",KSPG,P.165.0.00.013
IPL,VALVE,ASHOK LEYLAND,HINO,"6D ( NON TURBO)","",STD,IPL,"712-VL10401"
SVL,UJ KIT,"","","","","",SVL,LU32UTT02000
LEYPARTS,COOLING SYSTEM,ASHOK LEYLAND,"",ECOMET (HOSE ASSY),HOSES,"",LEYPARTS,B1405801
IPL,PISTON RING SET,ASHOK LEYLAND,HINO,"6 DTI THICK RING","","",IPL,"642-9620Q-STD"
SETCO,FLYWHEEL,ASHOK LEYLAND,ECOMET,"126T","","",SETCO,SF-5006
TALBROS QHT,TIE ROD REPAIR KIT,ASHOK LEYLAND,TAURUS TIPPER (FA90),"","","",TALBROS QHT,TRK07015
KSPG,MAIN BEARING,MAHINDRA,MAXIMO,MAXIMO,"",STD,KSPG,M.166.0.00.003
TALBROS QHT,TIE ROD,ASHOK LEYLAND,TAURUS TIPPER (FA90),TIE ROD END RH,"","",TALBROS QHT,TRE07015R
TALBROS,GASKETS,TATA,"407",HALF GASKET,DYNA SEAL,"",TALBROS,HS3045DSXCT
BANCO,GASKETS,ASHOK LEYLAND,"680/690",HLT,CHAMBER PACKING,"",BANCO,"5360661000HLT"
RBL,DISCPAD,TATA,TIAGO,"","","",RBL,RBL/PDP/536
SVL,UJ KIT,MAHINDRA,JEEP,"","","",SVL,VDUJ0505L83
BANCO,GASKETS,TATA,"709 / 1109 TURBO",RCC,CHAMBER PACKING,"",BANCO,"5220491080RCC"
BANCO,GASKETS,TATA,SUPER TURBO,MLS(STEEL),HALF GASKET,"",BANCO,"5220839800MLS"
TRUCKPARTS-COOLANT,COOLANT,"","",RED (1:9),"","3LTR",TRUCKPARTS-COOLANT,SC-30-R
BANCO,GASKETS,MARUTI,K SERIES,BANKITE,FULL GASKET,"",BANCO,"52311899PSBKT"
